"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Parmeshwar Bang","Employees/Designated Employees","Equity Shares","10960","0.01",,"1000","1637278","Sell","Equity Shares","9960","0.01","27-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163253_1076835_29032024060151_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Pradeep Kumar Singh","Employees/Designated Employees","Equity Shares","11410","0.01",,"3410","5558300","Sell","Equity Shares","8000","0.01","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163253_1076835_29032024060151_WEB.xml"
"INFIBEAM","Infibeam Avenues Limited","7(2)","Jinal Sutariya","-","Equity Shares","960000","0.03",,"80000","2841600","Sell","Equity Shares","880000","0.03","22-Mar-2024","26-Mar-2024","27-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163252_1076823_29032024060007_WEB.xml"
"INFIBEAM","Infibeam Avenues Limited","7(2)","Infinium Motors Private Limited","Promoter Group","Equity Shares","231527500","8.32",,"18400000","644408456","Sell","Equity Shares","213127500","7.66","27-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163252_1076823_29032024060007_WEB.xml"
"TIMETECHNO","Time Technoplast Limited","7(2)","Mangesh Sarfare","-","Equity Shares","6188","0",,"1000","256000","Sell","Equity Shares","5188","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 17:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163250_1076805_29032024055445_WEB.xml"
"TIMETECHNO","Time Technoplast Limited","7(2)","Sanjaya Kulkarni","-","Equity Shares","70000","0.03",,"5000","1275000","Sell","Equity Shares","65000","0.03","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 17:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163250_1076805_29032024055445_WEB.xml"
"TIMETECHNO","Time Technoplast Limited","7(2)","Sandip Modi","-","Equity Shares","24037","0.01",,"1500","390000","Sell","Equity Shares","22537","0.01","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 17:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163250_1076805_29032024055445_WEB.xml"
"ARVIND","Arvind Limited","7(2)","Rupa Jayesh Shah","Immediate relative","Equity Shares","92599","0.04",,"92400","25688372","Sell","Equity Shares","199","0","26-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 17:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163246_1076766_29032024053625_WEB.xml"
"ARVIND","Arvind Limited","7(2)","NUPUR JAGDISH DALAL","Immediate relative","Equity Shares","6000","0",,"6000","1678789","Sell","Equity Shares","Nil","0","27-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 17:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163246_1076766_29032024053625_WEB.xml"
"CYIENT","Cyient Limited","7(2)","Andrew Neilson Smith","-","Equity Shares","8850","0",,"8850","17342505","Sell","Equity Shares","Nil","0","22-Mar-2024","22-Mar-2024","27-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 17:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163244_1076754_29032024053238_WEB.xml"
"TREL","Transindia Real Estate Limited","7(2)","Shashikiran Shetty","Promoters","Equity Shares","151941341","61.84",,"500000","23269367","Sell","Equity Shares","151441341","61.64","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 17:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163242_1076743_29032024053029_WEB.xml"
"TREL","Transindia Real Estate Limited","7(2)","Shashikiran Shetty","Promoters","Equity Shares","152241341","61.96",,"300000","14008669","Sell","Equity Shares","151941341","61.84","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 17:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163242_1076743_29032024053029_WEB.xml"
"AXISCADES","AXISCADES Technologies Limited","7(2)","Jupiter Capital Private Limited","Promoters","Equity Shares","25282047","60.3",,"700000","387100000","Pledge Revoke","Equity Shares","25282047","60.3","28-Mar-2024","28-Mar-2024","29-Mar-2024","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Mar-2024 17:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163241_1076714_29032024052257_WEB.xml"
"SILVERTUC","Silver Touch Technologies Limited","7(2)","MR. JIGNESH AMRITLAL PATEL","Promoters","Equity Shares","2637710","20.8",,"10000","6450000","Sell","Equity Shares","2627710","20.72","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 17:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163238_1076667_29032024051117_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI RAVI","Director","Equity Shares","2634738","5.82",,"1600","295900","Buy","Equity Shares","2636338","5.83","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163236_1076627_29032024045845_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","Y.T.S Prasad","Employees/Designated Employees","Equity Shares","48922","0.02",,"24800","84245600","Pledge Revoke","Equity Shares","48922","0.02","28-Mar-2024","28-Mar-2024","29-Mar-2024","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Mar-2024 16:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163234_1076621_29032024045637_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","Y.T.S Prasad","Employees/Designated Employees","Equity Shares","48922","0.02",,"27000","91719000","Pledge","Equity Shares","48922","0.02","28-Mar-2024","28-Mar-2024","29-Mar-2024","Pledge Creation","-","-","0","0","0","0","NA","-","29-Mar-2024 16:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163234_1076621_29032024045637_WEB.xml"
"PIDILITIND","Pidilite Industries Limited","7(2)","Maithili Parekh","Promoter Group","Equity Shares","2044681","0.4",,"85083","257339821","Sell","Equity Shares","1959598","0.39","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163233_1076617_29032024045547_WEB.xml"
"PIDILITIND","Pidilite Industries Limited","7(2)","Maithili Parekh","Promoter Group","Equity Shares","2059598","0.4",,"14917","45091927","Sell","Equity Shares","2044681","0.4","27-Mar-2024","27-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163233_1076617_29032024045547_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(2)","ANKIT GUPTA","Employees/Designated Employees","Equity Shares","2000","0",,"2000","305840","Sell","Equity Shares","Nil","0","06-Mar-2024","06-Mar-2024","26-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163230_1076564_29032024043536_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(2)","ANKIT GUPTA","Employees/Designated Employees","Equity Shares","Nil","0",,"4000","551720","Buy","Equity Shares","4000","0","21-Feb-2024","21-Feb-2024","26-Mar-2024","ESOP","-","-","0","0","0","0","NA","-","29-Mar-2024 16:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163230_1076564_29032024043536_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(2)","ANKIT GUPTA","Employees/Designated Employees","Equity Shares","4000","0",,"2000","317740","Sell","Equity Shares","2000","0","05-Mar-2024","05-Mar-2024","26-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163230_1076564_29032024043536_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI GAUTAM","Director","Equity Shares","2797137","6.18",,"392000","72128000","Sell","Equity Shares","2405137","5.32","28-Mar-2024","28-Mar-2024","28-Mar-2024","Off Market","-","-","0","0","0","0","NA","-","29-Mar-2024 16:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163229_1076538_29032024042602_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI RAVI","Director","Equity Shares","2474738","5.47",,"160000","29440000","Buy","Equity Shares","2634738","5.82","28-Mar-2024","28-Mar-2024","28-Mar-2024","Off Market","-","-","0","0","0","0","NA","-","29-Mar-2024 16:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163229_1076538_29032024042602_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Kalidindi Roopa","Director","Equity Shares","2591193","5.73",,"92000","16928000","Buy","Equity Shares","2683193","5.93","28-Mar-2024","28-Mar-2024","28-Mar-2024","Off Market","-","-","0","0","0","0","NA","-","29-Mar-2024 16:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163229_1076538_29032024042602_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","K.Pooja","Director","Equity Shares","1502518","3.32",,"60000","11040000","Buy","Equity Shares","1562518","3.45","28-Mar-2024","28-Mar-2024","28-Mar-2024","Off Market","-","-","0","0","0","0","NA","-","29-Mar-2024 16:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163229_1076538_29032024042602_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Utkal B Goradia","Director","Equity Shares","131547","0.29",,"20000","3680000","Buy","Equity Shares","151547","0.33","28-Mar-2024","28-Mar-2024","28-Mar-2024","Off Market","-","-","0","0","0","0","NA","-","29-Mar-2024 16:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163229_1076538_29032024042602_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Bhupatiraju Subba Raju","Promoter Group","Equity Shares","256714","0.57",,"40000","7360000","Buy","Equity Shares","296714","0.66","28-Mar-2024","28-Mar-2024","28-Mar-2024","Off Market","-","-","0","0","0","0","NA","-","29-Mar-2024 16:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163229_1076538_29032024042602_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Bimal V Goradia","Promoter Group","Equity Shares","324610","0.72",,"20000","3680000","Buy","Equity Shares","344610","0.76","28-Mar-2024","28-Mar-2024","28-Mar-2024","Off Market","-","-","0","0","0","0","-","-","29-Mar-2024 16:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163229_1076538_29032024042602_WEB.xml"
"SMSLIFE","SMS Lifesciences India Limited","7(2)","TV Praveen","Promoter Group","Equity Shares","110347","3.65",,"15443","9965514","Buy","Equity Shares","125790","4.16","27-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","BSE","-","29-Mar-2024 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163228_1076515_29032024041704_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","BHANU GOPALAM","Employees/Designated Employees","Equity Shares","12000","0.01",,"1700","3400","Buy","Equity Shares","13700","0.01","16-Jan-2024","16-Jan-2024","29-Mar-2024","ESOP","-","-","0","0","0","0","NA","-","29-Mar-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163226_1076489_29032024040354_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","BHANU GOPALAM","Employees/Designated Employees","Equity Shares","13700","0.01",,"1000","5471400","Sell","Equity Shares","12700","0.01","26-Mar-2024","27-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163226_1076489_29032024040354_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","RAJENDRA SINGH LINGWAL","Employees/Designated Employees","Equity Shares","160","0",,"100","550252","Sell","Equity Shares","60","0","19-Jan-2024","23-Feb-2024","27-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163226_1076489_29032024040354_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","RAJENDRA SINGH LINGWAL","Employees/Designated Employees","Equity Shares","60","0",,"100","200","Buy","Equity Shares","160","0","05-Mar-2024","05-Mar-2024","27-Mar-2024","ESOP","-","-","0","0","0","0","NA","-","29-Mar-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163226_1076489_29032024040354_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","RAJENDRA SINGH LINGWAL","Employees/Designated Employees","Equity Shares","160","0",,"90","1461610","Sell","Equity Shares","70","0","21-Mar-2024","27-Mar-2024","27-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163226_1076489_29032024040354_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","DIVYA BHATT","Employees/Designated Employees","Equity Shares","3067","0",,"500","2725500","Sell","Equity Shares","2567","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163226_1076489_29032024040354_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","GIRI K K","Employees/Designated Employees","Equity Shares","17800","0.02",,"1500","8207500","Sell","Equity Shares","16300","0.02","26-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163226_1076489_29032024040354_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","SUBRAT TRIPATHY","Employees/Designated Employees","Equity Shares","43300","0.04",,"5800","31723903","Sell","Equity Shares","37500","0.04","27-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163226_1076489_29032024040354_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","B.V Prabha","Immediate relative","Equity Shares","10000","0",,"1475","5012211","Sell","Equity Shares","8525","0","27-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163224_1076483_29032024040159_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","DIVI MADHUSUDANA RAO","Promoter Group","Equity Shares","269600","0.1",,"7000","23756210","Sell","Equity Shares","262600","0.1","27-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163224_1076483_29032024040159_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","M.Ramesh Babu","Employees/Designated Employees","Equity Shares","18700","0.01",,"1500","5085930","Sell","Equity Shares","17200","0.01","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163224_1076483_29032024040159_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","Vunnam Nagasekhar","Employees/Designated Employees","Equity Shares","21649","0.01",,"21088","70955848","Pledge","Equity Shares","21649","0.01","28-Mar-2024","28-Mar-2024","29-Mar-2024","Pledge Creation","-","-","0","0","0","0","NA","-","29-Mar-2024 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163224_1076483_29032024040159_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","Vunnam Nagasekhar","Employees/Designated Employees","Equity Shares","21649","0.01",,"21088","70955848","Pledge Revoke","Equity Shares","21649","0.01","28-Mar-2024","28-Mar-2024","29-Mar-2024","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Mar-2024 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163224_1076483_29032024040159_WEB.xml"
"PRITIKAUTO","Pritika Auto Industries Limited","7(2)","Harpreet Singh Nibber","Promoters","Equity Shares","57531826","36.1",,"19033650","0","Buy","Equity Shares","76565476","48.04","28-Mar-2024","28-Mar-2024","29-Mar-2024","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Mar-2024 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163223_1076481_29032024040151_WEB.xml"
"PRITIKAUTO","Pritika Auto Industries Limited","7(2)","Raminder Singh Nibber (deceased)","Promoters","Equity Shares","19033650","11.94",,"19033650","0","Sell","Equity Shares","Nil","0","28-Mar-2024","28-Mar-2024","29-Mar-2024","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Mar-2024 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163223_1076481_29032024040151_WEB.xml"
"XPROINDIA","Xpro India Limited","7(2)","iPro Capital Limited","Promoter Group","Equity Shares","4409999","20.01",,"1079614","1179208391","Pledge Revoke","Equity Shares","4409999","20.01","26-Mar-2024","26-Mar-2024","28-Mar-2024","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Mar-2024 15:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163220_1076458_29032024035345_WEB.xml"
"XPROINDIA","Xpro India Limited","7(2)","Birla Holdings Limited","Promoter Group","Equity Shares","249975","1.13",,"249975","273035193","Pledge Revoke","Equity Shares","249975","1.13","26-Mar-2024","26-Mar-2024","28-Mar-2024","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Mar-2024 15:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163220_1076458_29032024035345_WEB.xml"
"BSOFT","BIRLASOFT LIMITED","7(2)","Aditya Suresh Dikshit","Employees/Designated Employees","Equity Shares","62391","0.02",,"2000","1531201","Sell","Equity Shares","60391","0.02","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163218_1076422_29032024034409_WEB.xml"
"CUPID","Cupid Limited","7(2)","Saurabh Vishwas Karmase","Key Managerial Personnel","Equity Shares","3500","0.03",,"1000","2351010","Sell","Equity Shares","2500","0.02","27-Mar-2024","27-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","BSE","-","29-Mar-2024 15:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163215_1076404_29032024033507_WEB.xml"
"CUPID","Cupid Limited","7(2)","Narendra Madhukar Joshi","Key Managerial Personnel","Equity Shares","3240","0.02",,"540","1271700","Sell","Equity Shares","2700","0.02","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","BSE","-","29-Mar-2024 15:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163215_1076404_29032024033507_WEB.xml"
"CUPID","Cupid Limited","7(2)","Durgesh Dayanand Garg","-","Equity Shares","17250","0.13",,"1500","3313695","Sell","Equity Shares","15750","0.12","26-Mar-2024","26-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163215_1076404_29032024033507_WEB.xml"
"CUPID","Cupid Limited","7(2)","Saurabh Vishwas Karmase","Key Managerial Personnel","Equity Shares","4000","0.03",,"500","960450","Sell","Equity Shares","3500","0.03","19-Mar-2024","19-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163215_1076404_29032024033507_WEB.xml"
"CUPID","Cupid Limited","7(2)","Durgesh Dayanand Garg","-","Equity Shares","15750","0.12",,"500","1145780","Sell","Equity Shares","15250","0.11","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163215_1076404_29032024033507_WEB.xml"
"NAHARPOLY","Nahar Poly Films Limited","7(2)","Sambhav Oswal","Promoters","Equity Shares","27600","0.11",,"8000","1465503","Buy","Equity Shares","35600","0.14","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","29-Mar-2024 15:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163214_1076402_29032024033419_WEB.xml"
"LT","Larsen & Toubro Limited","7(2)","SRAVANKUMAR Y V S","Employees/Designated Employees","Equity Shares","24146","0",,"100","372500","Sell","Equity Shares","24046","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163211_1076387_29032024032853_WEB.xml"
"LT","Larsen & Toubro Limited","7(2)","SRAVANKUMAR Y V S","Employees/Designated Employees","Equity Shares","24046","0",,"100","375100","Sell","Equity Shares","23946","0","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163211_1076387_29032024032853_WEB.xml"
"LT","Larsen & Toubro Limited","7(2)","CHIRAG R. SHAH","Employees/Designated Employees","Equity Shares","3221","0",,"100","374900","Sell","Equity Shares","3121","0","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163211_1076387_29032024032853_WEB.xml"
"LT","Larsen & Toubro Limited","7(2)","SRAVANKUMAR Y V S","Employees/Designated Employees","Equity Shares","24246","0",,"100","362500","Sell","Equity Shares","24146","0","01-Mar-2024","01-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163211_1076387_29032024032853_WEB.xml"
"LT","Larsen & Toubro Limited","7(2)","CHIRAG R. SHAH","Employees/Designated Employees","Equity Shares","3421","0",,"100","369900","Sell","Equity Shares","3321","0","27-Mar-2024","27-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163211_1076387_29032024032853_WEB.xml"
"LT","Larsen & Toubro Limited","7(2)","CHIRAG R. SHAH","Employees/Designated Employees","Equity Shares","3321","0",,"100","372500","Sell","Equity Shares","3221","0","27-Mar-2024","27-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163211_1076387_29032024032853_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","819493","1.67",,"765","1813977","Sell","Equity Shares","818728","1.67","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163209_1076361_29032024031913_WEB.xml"
"LLOYDSME","Lloyds Metals And Energy Limited","7(2)","Riyaz Shaikh","Key Managerial Personnel","Equity Shares","111020","0.02",,"1000","575000","Sell","Equity Shares","110020","0.02","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163207_1076355_29032024031803_WEB.xml"
"LLOYDSME","Lloyds Metals And Energy Limited","7(2)","Riyaz Shaikh","Key Managerial Personnel","Equity Shares","113020","0.02",,"2000","1148000","Sell","Equity Shares","111020","0.02","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163207_1076355_29032024031803_WEB.xml"
"LLOYDSME","Lloyds Metals And Energy Limited","7(2)","Riyaz Shaikh","Key Managerial Personnel","Equity Shares","115020","0.02",,"2000","1144000","Sell","Equity Shares","113020","0.02","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163207_1076355_29032024031803_WEB.xml"
"LLOYDSME","Lloyds Metals And Energy Limited","7(2)","Riyaz Shaikh","Key Managerial Personnel","Equity Shares","117020","0.02",,"2000","1140000","Sell","Equity Shares","115020","0.02","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163207_1076355_29032024031803_WEB.xml"
"LLOYDSME","Lloyds Metals And Energy Limited","7(2)","Riyaz Shaikh","Key Managerial Personnel","Equity Shares","120020","0.02",,"3000","1695000","Sell","Equity Shares","117020","0.02","26-Mar-2024","26-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163207_1076355_29032024031803_WEB.xml"
"COSMOFIRST","COSMO FIRST LIMITED","7(2)","COSMO FILMS ESOP TRUST 2015","Other","Equity Shares","340322","1.3",,"15000","7500235","Buy","Equity Shares","355322","1.35","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 14:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163204_1076295_29032024025207_WEB.xml"
